title,url,poster_url,release_date,rating,runtime,certificate,director,overview,language,cast,tmdb_id
Coraline,https://cinejoy.to/movie/14836-coraline-2009,https://image.tmdb.org/t/p/w500/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,2009-02-05,7.94,100,,Henry Selick,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",en,Dakota Fanning as Coraline Jones (voice) | Teri Hatcher as Mel Jones / Other Mother (voice) | Jennifer Saunders as Miss April Spink / Other Spink (voice) | Dawn French as Miss Miriam Forcible / Other Forcible (voice) | Keith David as The Cat (voice) | John Hodgman as Charlie Jones / Other Father (voice) | Robert Bailey Jr. as Wyborne 'Wybie' Lovat (voice) | Ian McShane as Mr. Sergei Alexander Bobinsky / Other Bobinsky (voice) | Aankha Neal as Sweet Ghost Girl (voice) | George Selick as Ghost Boy (voice),14836
Ghostbusters,https://cinejoy.to/movie/620-ghostbusters-1984,https://image.tmdb.org/t/p/w500/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,1984-06-08,7.497,105,,Ivan Reitman,"After losing their university jobs, three parapsychologists start a ghost-catching business in New York City and uncover a supernatural threat that could destroy the world.",en,Bill Murray as Dr. Peter Venkman | Dan Aykroyd as Dr. Raymond Stantz | Harold Ramis as Dr. Egon Spengler | Sigourney Weaver as Dana Barrett | Rick Moranis as Louis Tully | Ernie Hudson as Winston Zeddemore | Annie Potts as Janine Melnitz | William Atherton as Walter Peck | David Margulies as Mayor | Slavitza Jovan as Gozer,620
Dracula,https://cinejoy.to/movie/138-dracula-1931,https://image.tmdb.org/t/p/w500/ueVSPt7vAba0XScHWTDWS5tNxYX.jpg,1931-02-12,7.2,74,,Tod Browning,"A British estate agent travels to Transylvania to meet with the mysterious Count Dracula, who is interested in leasing a London castle. After Dracula enslaves and drives the agent to insanity, the pair return to London together, where Dracula, a secret bloodsucker, begins preying on socialites.",en,Bela Lugosi as Count Dracula | Helen Chandler as Mina | David Manners as John Harker | Dwight Frye as Renfield | Edward Van Sloan as Van Helsing | Herbert Bunston as Doctor Seward | Frances Dade as Lucy | Joan Standing as Maid | Charles K. Gerrard as Martin | Anna Bakacs as Innkeeper's Daughter  (uncredited),138
Evil Dead II,https://cinejoy.to/movie/765-evil-dead-ii-1987,https://image.tmdb.org/t/p/w500/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,1987-03-13,7.532,84,,Sam Raimi,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",en,Bruce Campbell as Ash | Sarah Berry as Annie | Dan Hicks as Jake | Kassie DePaiva as Bobby Joe | Ted Raimi as Possessed Henrietta | Denise Bixler as Linda | Richard Domeier as Ed | John Peakes as Professor Knowby | Lou Hancock as Henrietta | Snowy Winters as Dancer,765
Corpse Bride,https://cinejoy.to/movie/3933-corpse-bride-2005,https://image.tmdb.org/t/p/w500/3RAoVTxUk1OzZClscAsynuu670p.jpg,2005-09-12,7.59,77,,Tim Burton,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.",en,Johnny Depp as Victor Van Dort (voice) | Helena Bonham Carter as Corpse Bride (voice) | Emily Watson as Victoria Everglot (voice) | Tracey Ullman as Nell Van Dort / Hildegarde (voice) | Paul Whitehouse as William Van Dort / Mayhew / Paul the Head Waiter (voice) | Joanna Lumley as Maudeline Everglot (voice) | Albert Finney as Finis Everglot (voice) | Richard E. Grant as Barkis Bittern (voice) | Christopher Lee as Pastor Galswells (voice) | Michael Gough as Elder Gutknecht (voice),3933
Donnie Darko,https://cinejoy.to/movie/141-donnie-darko-2001,https://image.tmdb.org/t/p/w500/j2AtZFsflxiluaNtajMTI0Avm8C.jpg,2001-01-19,7.761,114,,Richard Kelly,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",en,Jake Gyllenhaal as Donnie Darko | Jena Malone as Gretchen Ross | James Duval as Frank | Drew Barrymore as Karen Pomeroy | Beth Grant as Kitty Farmer | Maggie Gyllenhaal as Elizabeth Darko | Mary McDonnell as Rose Darko | Holmes Osborne as Eddie Darko | Noah Wyle as Prof. Kenneth Monnitoff | Katharine Ross as Dr. Lilian Thurman,141
Poltergeist,https://cinejoy.to/movie/609-poltergeist-1982,https://image.tmdb.org/t/p/w500/4eMN3GANH5GG4kXdHkrTZEUuQ9M.jpg,1982-06-04,7.164,114,,Tobe Hooper,"The Freelings' suburban home becomes the center of paranormal activity that opens a portal to the 'other side'. With help, they must cross over to get their daughter back.",en,JoBeth Williams as Diane Freeling | Craig T. Nelson as Steve Freeling | Beatrice Straight as Dr. Lesh | Dominique Dunne as Dana Freeling | Heather O'Rourke as Carol Anne Freeling | Oliver Robins as Robbie Freeling | Zelda Rubinstein as Tangina Barrons | Richard Lawson as Ryan | Martin Casella as Dr. Marty Casey | Michael McManus as Ben Tuthill,609
Re-Animator,https://cinejoy.to/movie/1694-re-animator-1985,https://image.tmdb.org/t/p/w500/7FYhY70LTumoFfQgTI8TK0UDdsF.jpg,1985-10-18,7.05,86,,Stuart Gordon,"Conducting clandestine experiments within the morgue at Miskatonic University, scientist Herbert West reveals to a fellow graduate student his groundbreaking work concerning the re-animation of fresh corpses.",en,Jeffrey Combs as Herbert West | Bruce Abbott as Dan Cain | Barbara Crampton as Megan Halsey | David Gale as Dr. Carl Hill | Robert Sampson as Dean Alan Halsey | Carolyn Purdy-Gordon as Dr. Harrod | Peter Kent as Melvin the Re-Animated | Ian Patrick Williams as Swiss Professor | Bunny Summers as Swiss Woman Doctor | Al Berry as Dr. Gruber,1694
Trick 'r Treat,https://cinejoy.to/movie/23202-trick-r-treat-2007,https://image.tmdb.org/t/p/w500/w0nmol4g7n6MFfhfphV7GzHHYjB.jpg,2007-12-09,6.989,82,,Michael Dougherty,"Four interwoven stories that occur on Halloween: an everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank, and a bitter old recluse receives an uninvited guest.",en,Brian Cox as Mr. Kreeg | Quinn Lord as Sam / Peeping Tommy | Anna Paquin as Laurie | Dylan Baker as Steven | Leslie Bibb as Emma | Tahmoh Penikett as Henry | Rochelle Aytes as Maria | Britt McKillip as Macy | Moneca Delain as Janet | Lauren Lee Smith as Danielle,23202
The Rocky Horror Picture Show,https://cinejoy.to/movie/36685-the-rocky-horror-picture-show-1975,https://image.tmdb.org/t/p/w500/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg,1975-08-14,7.443,100,,Jim Sharman,"After getting a flat tire in the middle of nowhere, newly engaged couple Brad and Janet encounter the eerie mansion of the flamboyant, seductive Dr Frank-N-Furter and a variety of eccentric characters. Through elaborate dance and rock music, the mad scientist unveils his latest creation: a perfect, muscular man.",en,Tim Curry as Dr. Frank-N-Furter | Susan Sarandon as Janet Weiss | Barry Bostwick as Brad Majors | Richard O'Brien as Riff Raff | Patricia Quinn as Magenta | Nell Campbell as Columbia | Jonathan Adams as Dr. Everett V. Scott | Peter Hinwood as Rocky Horror | Meat Loaf as Eddie | Charles Gray as The Criminologist,36685
It,https://cinejoy.to/movie/346364-it-2017,https://image.tmdb.org/t/p/w500/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,2017-09-06,7.241,135,,Andy Muschietti,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",en,Jaeden Martell as Bill Denbrough | Jeremy Ray Taylor as Ben Hanscom | Sophia Lillis as Beverly Marsh | Finn Wolfhard as Richie Tozier | Chosen Jacobs as Mike Hanlon | Jack Dylan Grazer as Eddie Kaspbrak | Wyatt Oleff as Stanley Uris | Bill Skarsgård as Pennywise | Nicholas Hamilton as Henry Bowers | Jake Sim as Belch Huggins,346364
Toy Story,https://cinejoy.to/movie/862-toy-story-1995,https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-11-22,7.989,81,,John Lasseter,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",en,Tom Hanks as Woody (voice) | Tim Allen as Buzz Lightyear (voice) | Don Rickles as Mr. Potato Head (voice) | Jim Varney as Slinky Dog (voice) | Wallace Shawn as Rex (voice) | John Ratzenberger as Hamm (voice) | Annie Potts as Bo Peep (voice) | John Morris as Andy (voice) | Erik von Detten as Sid (voice) | Laurie Metcalf as Mrs. Davis (voice),862
Toy Story 2,https://cinejoy.to/movie/863-toy-story-2-1999,https://image.tmdb.org/t/p/w500/4rbcp3ng8n1MKHjpeqW0L7Fnpzz.jpg,1999-10-30,7.622,92,,John Lasseter,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",en,Tom Hanks as Woody (voice) | Tim Allen as Buzz Lightyear (voice) | Joan Cusack as Jessie (voice) | Kelsey Grammer as Prospector (voice) | Don Rickles as Mr. Potato Head (voice) | Jim Varney as Slinky Dog (voice) | Wallace Shawn as Rex (voice) | John Ratzenberger as Hamm (voice) | Annie Potts as Bo Peep (voice) | Wayne Knight as Al McWhiggin (voice),863
Gloria,https://cinejoy.to/movie/160068-gloria-2013,https://image.tmdb.org/t/p/w500/t1copJu3ecVx7zVCBA1o6z02WcZ.jpg,2013-05-08,6.6,105,,Sebastián Lelio,"Gloria is a 58-year-old divorcée. Her children have all left home but she has no desire to spend her days and nights alone. Determined to defy old age and loneliness, she rushes headlong into a whirl of singles’ parties on the hunt for instant gratification – which only leads to repeated disappointment and enduring emptiness. But when Gloria meets Rodolfo, an ex-naval officer seven years her senior, she begins to imagine the possibility of a permanent relationship.",es,Paulina García as Gloria | Sergio Hernández as Rodolfo | Coca Guazzini as Luz | Antonia Santa María as Maria | Diego Fontecilla as Pedro | Fabiola Zamora as Ana | Hugo Moraga as Hugo | Alejandro Goic as Gabriel | Liliana García as Flavia | Luz Jiménez as Victória,160068
Leave No Trace,https://cinejoy.to/movie/443463-leave-no-trace-2018,https://image.tmdb.org/t/p/w500/sygnLx3sZV5P8M2dyaGRegHdEL1.jpg,2018-06-29,6.8,109,,Debra Granik,"A father and daughter live a perfect but mysterious existence in Forest Park, a beautiful nature reserve near Portland, Oregon, rarely making contact with the world. But when a small mistake tips them off to authorities, they are sent on an increasingly erratic journey in search of a place to call their own.",en,Thomasin McKenzie as Tom | Ben Foster as Will | Jeff Kober as Mr. Walters | Dale Dickey as Dale | Dana Millican as Jean | Alyssa McKay as Valerie | David Pittman as Blane | Bob Werfelman as Bob | Isaiah Stone as Isaiah | Michael J. Prosser as James,443463
The Philadelphia Story,https://cinejoy.to/movie/981-the-philadelphia-story-1940,https://image.tmdb.org/t/p/w500/dKUubjvxO78XDts6VP1Ggcp4R9O.jpg,1940-12-05,7.537,113,,George Cukor,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",en,Cary Grant as C.K. Dexter Haven | Katharine Hepburn as Tracy Lord | James Stewart as Macaulay 'Mike' Connor | Ruth Hussey as Elizabeth 'Liz' Imbrie | John Howard as George Kittredge | Roland Young as Uncle Willie | John Halliday as Seth Lord | Mary Nash as Margaret Lord | Virginia Weidler as Dinah Lord | Henry Daniell as Sidney Kidd,981
His House,https://cinejoy.to/movie/575774-his-house-2020,https://image.tmdb.org/t/p/w500/s6XxJEe4ovVTMgmGmKeO87OFANU.jpg,2020-01-27,6.41,93,,Remi Weekes,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",en,Ṣọpẹ́ Dìrísù as Bol Majur | Wunmi Mosaku as Rial Majur | Malaika Wakoli-Abigaba as Nyagak | Matt Smith as Mark Essworth | Javier Botet as The Witch | Yvonne Campbell as South Sudanese Woman | Vivienne Soan as Neighbour | Lola May as Nyagak's Mother | Kevin Layne as The Cameroonian | Maureen Casey as Detention Custody Officer,575774
All We Imagine as Light,https://cinejoy.to/movie/927547-all-we-imagine-as-light-2024,https://image.tmdb.org/t/p/w500/ruImrzB4POsrgwCMozmOBV67zs5.jpg,2024-09-21,6.832,118,,Payal Kapadia,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.",ml,Kani Kusruti as Prabha | Divya Prabha as Anu | Chhaya Kadam as Parvaty | Hridhu Haroon as Shiaz | Azees Nedumangad as Dr. Manoj | Tintumol Joseph as Nurse Shanet | Anand Sami as Drowning Man | Lovleen Mishra as Dr. Supriya | Madhu Raja as Kaki | Shweta Prajapati as Young Woman,927547
Wallace & Gromit: Vengeance Most Fowl,https://cinejoy.to/movie/929204-wallace-gromit-vengeance-most-fowl-2024,https://image.tmdb.org/t/p/w500/jUWFSBxTOiCinPdTOh3IDUXVemZ.jpg,2024-12-18,7.5,79,,Nick Park,"Gromit’s concern that Wallace is becoming too dependent on his inventions proves justified, when Wallace invents a “smart” gnome that seems to develop a mind of its own. When it emerges that a vengeful figure from the past might be masterminding things, it falls to Gromit to battle sinister forces and save his master… or Wallace may never be able to invent again!",en,Ben Whitehead as Wallace (voice) | Peter Kay as Chief Inspector Mackintosh (voice) | Lauren Patel as P.C. Mukherjee (voice) | Reece Shearsmith as Norbot (voice) | Diane Morgan as Onya Doorstep (voice) | Adjoa Andoh as Judge (voice) | Muzz Khan as Anton Deck (voice) | Lenny Henry as Mr. Convenience (voice) | Victoria Elliott as Additional Voices (voice) | Jon Glover as Additional Voices (voice),929204
On Becoming a Guinea Fowl,https://cinejoy.to/movie/1082938-on-becoming-a-guinea-fowl-2024,https://image.tmdb.org/t/p/w500/6lMOpD8XVLKaB5uCsJXt1Fo7XNh.jpg,2024-12-06,7.587,99,,Rungano Nyoni,"On an empty road in the middle of the night, Shula stumbles across the body of her uncle. As funeral proceedings begin around them, she and her cousins bring to light the buried secrets of their middle-class Zambian family.",en,Susan Chardy as Shula | Elizabeth Chisela as Nsansa | Esther Singini as Bupe | Blessings Bhamjee as Young Shula | Doris Naulapwa as Shula's Mother | Henry B.J. Phiri as Shula's Father | Roy Chisha as Uncle Fred | Benson Mumba as Joseph | Chungu Bwalya as Farm Club Presenter 1 | Margaret Mulubwa as Farm Club Presenter 2,1082938
Finding Nemo,https://cinejoy.to/movie/12-finding-nemo-2003,https://image.tmdb.org/t/p/w500/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,2003-05-30,7.821,100,,Andrew Stanton,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",en,Albert Brooks as Marlin (voice) | Ellen DeGeneres as Dory (voice) | Alexander Gould as Nemo (voice) | Willem Dafoe as Gill (voice) | Geoffrey Rush as Nigel (voice) | Brad Garrett as Bloat (voice) | Allison Janney as Peach (voice) | Austin Pendleton as Gurgle (voice) | Stephen Root as Bubbles (voice) | Vicki Lewis as Deb / Flo (voice),12
How to Train Your Dragon,https://cinejoy.to/movie/10191-how-to-train-your-dragon-2010,https://image.tmdb.org/t/p/w500/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,2010-03-18,7.867,98,,Chris Sanders,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",en,Jay Baruchel as Hiccup (voice) | Gerard Butler as Stoick (voice) | Craig Ferguson as Gobber (voice) | America Ferrera as Astrid (voice) | Jonah Hill as Snotlout (voice) | Christopher Mintz-Plasse as Fishlegs (voice) | T.J. Miller as Tuffnut (voice) | Kristen Wiig as Ruffnut (voice) | Robin Atkin Downes as Ack (voice) | Philip McGrade as Starkard (voice),10191
Lady Bird,https://cinejoy.to/movie/391713-lady-bird-2017,https://image.tmdb.org/t/p/w500/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,2017-09-01,7.248,94,,Greta Gerwig,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",en,Saoirse Ronan as Lady Bird McPherson | Laurie Metcalf as Marion McPherson | Tracy Letts as Larry McPherson | Lucas Hedges as Danny O'Neill | Timothée Chalamet as Kyle Sheible | Beanie Feldstein as Julie Steffans | Lois Smith as Sister Sarah Joan | Stephen McKinley Henderson as Father Leviatch | Odeya Rush as Jenna Walton | Jordan Rodrigues as Miguel McPherson,391713
Paddington 2,https://cinejoy.to/movie/346648-paddington-2-2017,https://image.tmdb.org/t/p/w500/1OJ9vkD5xPt3skC6KguyXAgagRZ.jpg,2017-11-05,7.486,104,,Paul King,"Paddington, now happily settled with the Browns, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy, but it is stolen.",en,Ben Whishaw as Paddington Brown (voice) | Sally Hawkins as Mary Brown | Hugh Bonneville as Henry Brown | Madeleine Harris as Judy Brown | Samuel Joslin as Jonathan Brown | Julie Walters as Mrs. Bird | Hugh Grant as Phoenix Buchanan | Imelda Staunton as Aunt Lucy (voice) | Brendan Gleeson as Knuckles McGinty | Jim Broadbent as Samuel Gruber,346648
Shaun the Sheep Movie,https://cinejoy.to/movie/263109-shaun-the-sheep-movie-2015,https://image.tmdb.org/t/p/w500/1GMvKNy2Ht5QwI0oV0ycYnxzWdC.jpg,2015-02-05,6.986,85,,Mark Burton,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",en,Justin Fletcher as Shaun / Timmy (voice) | John Sparkes as Bitzer / The Farmer (voice) | Omid Djalili as Trumper (voice) | Rich Webber as Shirley (voice) | Kate Harbour as Timmy's Mum / Meryl (voice) | Tim Hands as Slip (voice) | Simon Greenall as Twins (voice) | Andy Nyman as Nuts (voice) | Emma Tate as Hazel (voice) | Jack Paulson as Celebrity with Hair Trouble (voice),263109
Selma,https://cinejoy.to/movie/273895-selma-2014,https://image.tmdb.org/t/p/w500/2QyUcitU0hrxy6B2zkyJ0EhNlqm.jpg,2014-12-25,7.367,128,,Ava DuVernay,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",en,"David Oyelowo as Dr. Martin Luther King, Jr. | Carmen Ejogo as Coretta Scott King | Tom Wilkinson as President Lyndon B. Johnson | Giovanni Ribisi as Lee White | Tim Roth as Gov. George Wallace | André Holland as Andrew Young | Colman Domingo as Ralph Abernathy | Common as James Bevel | Stephan James as John Lewis | Omar J. Dorsey as James Orange",273895
Starred Up,https://cinejoy.to/movie/209276-starred-up-2014,https://image.tmdb.org/t/p/w500/cy0A9BUQoL7daCBVFRyyWecoeyu.jpg,2014-03-21,7.079,106,,David Mackenzie,"19-year-old Eric, arrogant and ultra-violent, is prematurely transferred to the same adult prison facility as his estranged father. As his explosive temper quickly finds him enemies in both prison authorities and fellow inmates — and his already volatile relationship with his father is pushed past breaking point — Eric is approached by a volunteer psychotherapist, who runs an anger management group for prisoners. Torn between gang politics, prison corruption, and a glimmer of something better, Eric finds himself in a fight for his own life, unsure if his own father is there to protect him or join in punishing him.",en,Jack O'Connell as Eric Love | Ben Mendelsohn as Neville Love | Rupert Friend as Oliver Baumer | David Ajala as Tyrone | Peter Ferdinando as Spencer | Gershwyn Eustache Jnr as Des | Anthony Welsh as Hassan | David Avery as Ashley | Sian Breckin as Governor Cardew | Sam Spruell as Deputy Governor Haynes,209276
Things to Come,https://cinejoy.to/movie/374465-things-to-come-2016,https://image.tmdb.org/t/p/w500/6MAAJJ51y2RUa1gvvVje4s0FB7W.jpg,2016-04-06,6.506,102,,Mia Hansen-Løve,"Nathalie teaches philosophy at a high school in Paris. She is passionate about her job and particularly enjoys passing on the pleasure of thinking. Married with two children, she divides her time between her family, former students and her very possessive mother. One day, Nathalie’s husband announces he is leaving her for another woman. With freedom thrust upon her, Nathalie must reinvent her life.",fr,Isabelle Huppert as Nathalie Chazeaux | André Marcon as Heinz | Roman Kolinka as Fabien | Édith Scob as Yvette | Sarah Le Picard as Chloé | Solal Forte as Johann | Élise Lhomeau as Elsa | Lionel Dray as Hugo | Yves Heck as Daniel | Grégoire Montana-Haroche as Simon (élève lycée),374465
The Lady Eve,https://cinejoy.to/movie/3086-the-lady-eve-1941,https://image.tmdb.org/t/p/w500/lJYD3CMgKtv12hazSHc7xt3i2uq.jpg,1941-02-25,7.257,97,,Preston Sturges,"It's no accident when wealthy Charles falls for Jean. Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich.",en,Barbara Stanwyck as Jean Harrington | Henry Fonda as Charles Pike | Charles Coburn as 'Colonel' Harrington | Eugene Pallette as Horace Pike | William Demarest as Muggsy | Eric Blore as Sir Alfred McGlennan Keith | Melville Cooper as Gerald | Martha O'Driscoll as Martha | Janet Beecher as Janet Pike | Robert Greig as Burrows,3086
Blow the Man Down,https://cinejoy.to/movie/586451-blow-the-man-down-2019,https://image.tmdb.org/t/p/w500/AgxDU9Vp0R6RIV6jpmQ4JrTcZzv.jpg,2019-04-26,6.232,90,,Bridget Savage Cole,"While grieving for the loss of their mother, the Connolly sisters suddenly find they have a crime to cover up, leading them deep into the underbelly of their salty Maine fishing village.",en,Morgan Saylor as Mary Beth Connolly | Sophie Lowe as Priscilla Connolly | Margo Martindale as Enid Nora Devlin | June Squibb as Susie Gallagher | Annette O'Toole as Gail Maguire | Marceline Hugot as Doreen Burke | Gayle Rankin as Alexis | Will Brittain as Officer Justin Brennan | Skipp Sudduth as Officer Coletti | Ebon Moss-Bachrach as Gorski,586451
Eighth Grade,https://cinejoy.to/movie/489925-eighth-grade-2018,https://image.tmdb.org/t/p/w500/xTa9cLhGHfQ7084UvoPQ2bBXKqd.jpg,2018-01-19,7.142,94,,Bo Burnham,Thirteen-year-old Kayla endures the tidal wave of contemporary suburban adolescence as she makes her way through the last week of middle school — the end of her thus far disastrous eighth grade year — before she begins high school.,en,Elsie Fisher as Kayla Day | Josh Hamilton as Mark Day | Emily Robinson as Olivia | Jake Ryan as Gabe | Daniel Zolghadri as Riley | Fred Hechinger as Trevor | Imani Lewis as Aniyah | Luke Prael as Aiden | Catherine Oliviere as Kennedy | Nora Mullins as Steph,489925
Never Rarely Sometimes Always,https://cinejoy.to/movie/595671-never-rarely-sometimes-always-2020,https://image.tmdb.org/t/p/w500/7yiSyQhhjTFphhfCUcn05tCQxyG.jpg,2020-03-13,7.126,101,,Eliza Hittman,A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.,en,Sidney Flanigan as Autumn | Talia Ryder as Skylar | Théodore Pellerin as Jasper | Ryan Eggold as Ted | Sharon Van Etten as Mother | Eliazar Jimenez as Elvis Impersonator | David Buneta as Clean Cut Teenage Boy | Christian Clements as Clean Cut Teenage Boy | Sam Dugger as Clean Cut Teenage Boy | Aurora Richards as Little Sister,595671
